	site_number	state	runway_id	runway_length	runway_width	runway_surface_type_cond	runway_surface_treatment	edge_lights_intensity	base_end_id	base_true_alignment	base_ils_type	base_right_pattern	base_markings_type	base_markings_cond	base_latitude	base_latitude_s	base_longitude	base_longitude_s	base_elevation	base_crossing_height	base_glide_path_angle	base_displaced_length	base_vasi	base_centerline_lights	base_touchdown_lights	base_object	base_object_height	reciprocal_end_id	rcpr_true_alignment	rcpr_ils_type	rcpr_right_pattern	rcpr_markings_type	rcpr_markings_cond	rcpr_latitude	rcpr_latitude_s	rcpr_longitude	rcpr_longitude_s	rcpr_elevation	rcpr_crossing_height	rcpr_glide_path_angle	rcpr_displaced_length	rcpr_vasi	rcpr_centerline_lights	rcpr_touchdown_lights	rcpr_object	rcpr_object_height	runway_capacity_lbs_sw	runway_capacity_lbs_dw	runway_capacity_lbs_dt	runway_capacity_lbs_ddt	base_tora	base_toda	base_asda	base_lda	rcpr_tora	rcpr_toda	rcpr_asda	rcpr_lda
20724	25996.*A	VA	'01/19	2167	45	ASPH-F		MED	01	356.0		False	NPI	F	37-35-57.4900N	135357.4900N	076-26-47.3100W	275207.3100W	29.8			125.0	PNIL			TREE	67.0	19	176.0		False	BSC	F	37-36-18.8600N	135378.8600N	076-26-49.1400W	275209.1400W	22.9				PNIR			TREE	68.0	12.5											
20725	25996.01*A	VA	'08/26	3200	60	TURF			08			False														TREES	5.0	26			False														TREES	85.0												
20726	25998.01*A	VA	'03/21	1700	40	TURF-G			03													150.0				TREES	50.0	21													150.0				TREES	50.0												
20727	26006.*A	VA	'02/20	5921	60	ASPH		MED	02						37-00-44.1424N	133244.1424N	076-35-27.9320W	275727.9320W	23.1	62.0	3.0		P2L			TREES	100.0	20						37-01-41.2831N	133301.2831N	076-35-12.0288W	275712.0288W	28.6	55.0	3.0		P2L																
20728	26006.1*H	VA	'H1	40	40	CONC-E		PERI	H1				BSC	G	36-57-40.2000N	133060.2000N	076-38-04.0000W	275884.0000W	38.0																																							
20729	26009.01*H	VA	'H1	200	12	GRVL		PERI	H1						38-31-10.4450N	138670.4450N	077-34-24.9520W	279264.9520W	340.0																																							
20730	26011.*A	VA	'01/19	4003	75	ASPH-G		MED	01	357.0		False	NPI	G	36-42-16.3451N	132136.3451N	078-50-51.4240W	283851.4240W	382.5	59.0	3.0		P2L			BRUSH	6.0	19	177.0		False	NPI	G	36-42-55.8579N	132175.8579N	078-50-54.2919W	283854.2919W	419.8	41.0	3.0		P2L			TREE	28.0	12.5											
20731	26011.*A	VA	'06/24	2065	200	TURF-G			06	48.0		False			36-42-22.3861N	132142.3861N	078-51-05.7361W	283865.7361W	375.6							TREES	64.0	24	228.0		False			36-42-35.9423N	132155.9423N	078-50-46.7792W	283846.7792W	389.8							TREES	60.0												
20732	26011.01*H	VA	'H1	40	40	CONC			H1						36-43-05.7900N	132185.7900N	078-54-32.6300W	284072.6300W	460.0																																							
20733	26011.02*A	VA	'04/22	1800	100	TURF			04																			22																	TREES	50.0												
20734	26011.1*A	VA	'01/19	1800	110	TURF			01			False										200.0				PLINE	25.0	19			False																											
20735	26014.01*A	VA	'01/19	5002	75	ASPH-G		MED	01	358.0	LOC/DME	False	NPI	F	36-40-53.1293N	132053.1293N	078-03-14.7968W	280994.7968W	377.6	40.0	3.0		P2L			TREE	83.0	19	178.0		False	NPI	F	36-41-42.5388N	132102.5388N	078-03-17.3676W	280997.3676W	441.4	40.0	3.0		P2L			TREES	48.0	25.0											
20736	26014.02*H	VA	'H1	40	40	CONC		PERI	H1						36-45-04.8500N	132304.8500N	078-06-17.1700W	281177.1700W	470.0																																							
20737	26014.12*H	VA	'H1	44	44	ASPH-CONC			H1						36-44-43.0500N	132283.0500N	078-06-04.8100W	281164.8100W	431.0																																							
20738	26021.5*A	VA	'04/22	2000	40	ASPH			04																	TREES		22																	TREES													
20739	26021.51*H	VA	'H1	40	40	CONC		PERI	H1						38-24-52.0000N	138292.0000N	077-24-26.0000W	278666.0000W	213.0																																							
20740	26022.1*A	VA	'05/23	6002	150	ASPH-G	GRVD	HIGH	05	38.0	ILS	False	PIR	G	38-15-26.5226N	137726.5226N	078-54-10.4223W	284050.4223W	1174.3	56.0	3.0		P4L			POLE	59.0	23	218.0		False	NPI	G	38-16-13.1431N	137773.1431N	078-53-23.8822W	284003.8822W	1200.9	44.0	3.0		P4L					75.0	150.0	215.0		6002.0	6002.0	6002.0	6002.0	6002.0	6002.0	6002.0	6002.0
20741	26023.4*A	VA	'03/21	2000	75	TURF-G			03																			21																														
20742	26025.*A	VA	'06/24	2000	75	TURF			06			True																24													450.0				PLINE	50.0												
20743	26027.*A	VA	'08/26	5020	70	ASPH		MED	08						36-44-02.2800N	132242.2800N	080-27-12.7400W	289632.7400W	2964.2	24.0	4.5		V2L					26						36-44-17.8700N	132257.8700N	080-26-14.1900W	289574.1900W	2927.4	42.0	3.75		P2L																
20744	26028.*A	VA	'04/22	5007	100	ASPH-E		HIGH	04	30.0	LOC/DME	True	NPI	G	36-40-34.1190N	132034.1190N	076-36-08.7511W	275768.7511W	66.3	39.0	3.0		P4L			TREE	70.0	22	210.0			NPI	G	36-41-16.9910N	132076.9910N	076-35-38.0104W	275738.0104W	68.8	45.0	3.5		P4L			TREES	93.0	30.0	60.0	60.0									
20745	26028.*A	VA	'07/25	3750	100	ASPH-F		MED	07	64.0		False	NSTD	F	36-40-53.9600N	132053.9600N	076-36-26.3000W	275786.3000W	68.1							TREE	94.0	25	244.0		True	NPI	F	36-41-10.4300N	132070.4300N	076-35-45.0400W	275745.0400W	66.7							TREES	53.0	30.0	50.0	85.0									
20746	26028.02*H	VA	'H1	40	40	CONC		PERI	H1						36-51-47.4600N	132707.4600N	076-27-01.2200W	275221.2200W	20.0																																							
20747	26029.7*A	VA	'03/21	2900	60	TURF			03			False														TREES		21			False														TREES													
20748	26029.71*A	VA	'09/27	2500	100	TURF			09																	TREES	40.0	27																														
20749	26029.72*H	VA	'H1	40	26	CONC			H1																																																	
20750	26030.1*A	VA	'08/26	2300	135	TURF-G			08																	TREES	50.0	26																	TREES	50.0												
20751	26030.5*A	VA	'02/20	2426	75	ASPH-F			02	7.0		True	BSC	F	37-49-21.2100N	136161.2100N	075-59-53.4500W	273593.4500W	5.4							TREE	11.0	20	187.0		False	BSC	F	37-49-45.0200N	136185.0200N	075-59-49.7200W	273589.7200W	4.8			183.0				ROAD	15.0	12.5											
20752	26031.01*H	VA	'H1	40	40	CONC		PERI	H1						37-54-06.6100N	136446.6100N	076-52-37.0600W	276757.0600W	42.0																																							
20753	26031.1*A	VA	'10/28	4300	75	ASPH-G		MED	10	86.0			NPI	G	37-51-32.9760N	136292.9760N	076-54-05.5589W	276845.5589W	135.2	40.0	3.0		P2L			TREES	124.0	28	266.0			NPI	G	37-51-36.2093N	136296.2093N	076-53-12.1004W	276792.1004W	127.7	40.0	3.0		P2L			TREES	4.0	12.5											
20754	26033.21*A	VA	'06/24	2500	50	ASPH			06																			24																														
20755	26035.5*C	VA	'15W/33W	4000	300	WATER			15W																	TREES		33W																	TREES													
20756	26035.7*B	VA	'B1	300	300	TURF			B1																																																	
20757	26036.*A	VA	'13/31	5100	100	ASPH		MED	13			False			38-58-30.6100N	140310.6100N	077-52-39.5300W	280359.5300W	557.7									31			False			38-58-05.1700N	140285.1700N	077-51-43.7800W	280303.7800W	519.9																				
20758	26037.1*A	VA	'01/19	2400	200	TURF			01			False																19			False																											
20759	26040.5*A	VA	'10/28	2200	100	TURF			10																	TREES	75.0	28																														
20760	26042.*H	VA	'H1	59	53	ASPH		PERI	H1						38-52-24.4020N	139944.4020N	077-15-14.9360W	278114.9360W	415.0																																							
20761	26043.*A	VA	'11/29	4845	190	TURF-G			11						36-40-49.4500N	132049.4500N	076-02-26.9700W	273746.9700W	10.0									29						36-40-38.6600N	132038.6600N	076-01-29.0200W	273689.0200W	9.0																				
20762	26043.1*H	VA	'H1	100	100	ASPH			H1																																																	
20763	26043.11*A	VA	'05L/23R	8000	150	ASPH-CONC		HIGH	05L	42.0					36-48-53.8185N	132533.8185N	076-02-33.1297W	273753.1297W	19.7					False				23R	222.0					36-49-52.5031N	132592.5031N	076-01-27.1572W	273687.1572W	19.9					False															
20764	26043.11*A	VA	'05R/23L	12008	200	ASPH-CONC		HIGH	05R	42.0					36-48-19.7990N	132499.7990N	076-02-59.8047W	273779.8047W	17.7					True	False			23L	222.0					36-49-47.8719N	132587.8719N	076-01-20.7684W	273680.7684W	21.0					True	False														
20765	26043.11*A	VA	'14L/32R	8001	150	ASPH-CONC		HIGH	14L	134.0					36-50-04.6443N	132604.6443N	076-02-13.0914W	273733.0914W	19.0					False				32R	314.0					36-49-09.8711N	132549.8711N	076-01-02.0842W	273662.0842W	20.5					False															
20766	26043.11*A	VA	'14R/32L	8000	200	ASPH-CONC		HIGH	14R	134.0					36-49-59.6431N	132599.6431N	076-02-19.0538W	273739.0538W	19.1					True				32L	314.0					36-49-04.8806N	132544.8806N	076-01-08.0494W	273668.0494W	21.3					True															
20767	26043.12*H	VA	'H1	50	50	CONC		PERI	H1			False			36-52-00.7000N	132720.7000N	076-01-24.8800W	273684.8800W	25.0																																							
20768	26043.16*H	VA	'H1	250	250	TURF			H1																																																	
20769	26043.19*H	VA	'H1	40	15	TURF			H1																																																	
20770	26043.20*H	VA	'H1	30	30	CONC			H1						36-46-34.8600N	132394.8600N	076-05-58.2500W	273958.2500W	15.0																																							
20771	26047.5*A	VA	'02/20	4337	75	ASPH-G		MED	02	17.0		False	NPI	G	36-58-53.4502N	133133.4502N	077-00-11.8278W	277211.8278W	107.4			298.0				TREES	39.0	20	197.0		False	NPI	G	36-59-34.4821N	133174.4821N	076-59-56.2996W	277196.2996W	111.4			471.0				TREES	62.0	12.5											
20772	26047.8*A	VA	'04/22	8748	150	ASPH-CONC-G		HIGH	04	32.0		False	NPI	G	37-55-37.4514N	136537.4514N	075-28-15.4100W	271695.4100W	34.0	57.0	3.0		P4L					22	212.0		False	NPI	G	37-56-50.6385N	136610.6385N	075-27-17.2304W	271637.2304W	31.3	60.0	3.0		P4L					57.0	115.0	225.0									
20773	26047.8*A	VA	'10/28	8005	200	ASPH-CONC-G		HIGH	10	90.0		False	NPI	G	37-56-34.5677N	136594.5677N	075-29-06.2695W	271746.2695W	19.4	69.0	3.0		P4L					28	270.0		False	NPI	G	37-56-34.0744N	136594.0744N	075-27-26.3384W	271646.3384W	35.2	61.0	3.0		P4L					57.0	115.0	225.0									
20774	26047.8*A	VA	'17/35	4808	150	ASPH-G		HIGH	17	158.0		False	NPI	F	37-56-49.8468N	136609.8468N	075-28-04.5384W	271684.5384W	30.7	63.0	3.0		P4L					35	338.0		False	NPI	F	37-56-05.8679N	136565.8679N	075-27-41.7753W	271661.7753W	34.6	59.0	3.0		P4L					15.0	40.0	75.0									
20775	26048.*A	VA	'E/W	3700	150	TURF			E			False																W			False																											
20776	26048.1*A	VA	'05/23	1600	50	TURF			05																	FENCE	4.0	23																	FENCE	4.0												
20777	26049.*A	VA	'04/22	2215	70	TURF-G			04																	FENCE	4.0	22													1000.0				TREES	10.0												
20778	26049.*A	VA	'15/33	2000	70	TURF-G			15			False														TREES	40.0	33			False														TREES	40.0												
20779	26049.01*A	VA	'03/21	3250	50	ASPH		LOW	03			True										400.0				TREES		21			False														TREES													
20780	26049.02*A	VA	'18/36	1200	50	TURF			18																	TREES		36																	FENCE													
20781	26049.03*A	VA	'06/24	2100	125	TURF			06																			24																														
20782	26049.04*A	VA	'06/24	2100	100	TURF			06			True																24																	FENCE													
20783	26049.05*H	VA	'H1	60	60	ASPH		PERI	H1						38-42-46.6500N	139366.6500N	077-48-35.0300W	280115.0300W	600.0																																							
20784	26049.1*A	VA	'02/20	2000	150	TURF			02			False																20			True																											
20785	26049.1*A	VA	'16/34	2500	150	TURF			16			True																34			False																											
20786	26049.11*A	VA	'02/20	1950	125	TURF			02																	PLINE	50.0	20																														
20787	26049.18*A	VA	'13/31	2300	125	TURF-F			13																			31																														
20788	26049.2*A	VA	'15/33	5000	100	ASPH-F	GRVD	HIGH	15	139.0	LOC/DME	False	PIR	F	38-35-29.2238N	138929.2238N	077-42-59.0012W	279779.0012W	313.2	53.0	3.0		P4L			TREE	90.0	33	319.0		False	PIR	F	38-34-52.0293N	138892.0293N	077-42-17.5447W	279737.5447W	336.2	47.0	3.0		P4L			TREE	80.0	15.0	70.0										
20789	26049.4*A	VA	'N/S	2000	50	TURF			N																			S																														
20790	26049.41*A	VA	'05/23	3100	100	TURF			05																	TREES	60.0	23																	TREES	60.0												
20791	26049.42*A	VA	'01/19	2300	70	TURF			01																			19																	TOWER	392.0												
20792	26054.*A	VA	'06/24	2004	50	ASPH-F		MED	06			False	NRS	F	38-04-30.9200N	137070.9200N	078-56-49.8900W	284209.8900W	1436.0							TREE	34.0	24			False	NRS	F	38-04-43.0300N	137083.0300N	078-56-30.0600W	284190.0600W	1430.0							TREE	29.0												
20793	26062.*A	VA	'03/21	3000	100	TURF-G			03			False														PLINE	60.0	21			False														ROAD	15.0												
20794	26062.*A	VA	'14/32	1455	140	TURF-G			14			False														ROAD	15.0	32			False														TREES	53.0												
20795	26064.*A	VA	'10/28	5000	75	ASPH-G		MED	10	86.0	LOC/DME	False	NPI	G	37-31-15.1851N	135075.1851N	076-46-16.8505W	276376.8505W	13.0	53.0	3.5		P2L			TREE	21.0	28	266.0		False	NPI	G	37-31-18.5138N	135078.5138N	076-45-14.9249W	276314.9249W	20.4	53.0	3.5		P2L			TREES	17.0	30.0	50.0	85.0									
20796	26064.2*A	VA	'12/30	2000	75	TURF			12																	TREES	100.0	30																														
20797	26064.51*A	VA	'01/19	2550	60	TURF-G			01			False														PLINE	36.0	19			False										360.0				PLINE	30.0												
20798	26065.*A	VA	'04/22	2000	75	TURF			04			False																22			False																											
20799	26065.7*H	VA	'H1	150	150	GRAVEL			H1																																																	
20800	26065.71*H	VA	'H1	50	50	TURF			H1																																																	
20801	26065.72*H	VA	'H1	50	50	TURF			H1																																																	
20802	26067.04*H	VA	'H1	60	60	CONC			H1						37-15-01.0600N	134101.0600N	076-40-08.0000W	276008.0000W	90.0																																							
20803	26067.1*A	VA	'05/23	5018	151	ASPH		LOW	05			False			37-18-26.8949N	134306.8949N	076-38-37.3042W	275917.3042W	40.8				P4L					23			False			37-19-05.2238N	134345.2238N	076-37-57.8600W	275877.8600W	31.3				P4L																
20804	26067.2*A	VA	'13/31	3204	60	ASPH-F		MED	13	120.0		True	BSC	F	37-14-29.0230N	134069.0230N	076-43-15.0220W	276195.0220W	48.0							TREES	34.0	31	300.0		False	BSC	F	37-14-13.0090N	134053.0090N	076-42-40.8310W	276160.8310W	22.0							TREE	48.0	12.5											
20805	26067.2*A	VA	'H1	60	60	CONC-G			H1				BSC	F																																												
20806	26067.33*H	VA	'H1	40	40	CONC			H1						37-20-07.6000N	134407.6000N	076-44-26.4000W	276266.4000W	118.0																																							
20807	26070.*A	VA	'14/32	5498	100	ASPH-E	GRVD	HIGH	14	134.0		False	NPI	G	39-08-55.4872N	140935.4872N	078-09-05.1980W	281345.1980W	726.2	45.0	3.0		P4L	False	False	TREE	71.0	32	314.0	ILS/DME	False	PIR	G	39-08-17.8950N	140897.8950N	078-08-14.8024W	281294.8024W	700.8	45.0	3.0		P4L	False	False	TREE	35.0	75.0	150.0										
20808	26070.02*H	VA	'H1	58	58	CONC		PERI	H1						39-11-43.5600N	141103.5600N	078-11-31.2000W	281491.2000W	831.0																																							
20809	26070.3*A	VA	'16/34	1500	70	TURF			16																			34																	TREES	100.0												
20810	26074.*A	VA	'N/S	2600	75	TURF			N																			S																														
20811	26074.02*H	VA	'H1	30	30	CONC			H1																																																	
20812	26075.3*A	VA	'06/24	5280	100	ASPH-G	GRVD	MED	06	56.0		False	NPI	F	36-59-00.5358N	133140.5358N	082-32-15.0206W	297135.0206W	2669.8	34.0	3.0		P2L			TREES	71.0	24	236.0	ILS/DME	False	NPI	F	36-59-29.5913N	133169.5913N	082-31-20.9587W	297080.9587W	2684.2	36.0	3.0		P2R			TREES	49.0	42.0	55.0	100.0									
20813	26075.7*A	VA	'11/29	1640	55	TURF			11			True																29													560.0				PLINE	30.0												
20814	26077.41*A	VA	'07/25	2000	75	TURF			07																			25																	TREES	75.0												
20815	26077.42*H	VA	'H1	40	40	CONC		PERI	H1						38-52-17.0000N	139937.0000N	078-30-48.0000W	282648.0000W	820.0																																							
20816	26077.43*A	VA	'03/21	3100	100	TURF			03																	TREES	30.0	21													1000.0				TREES	45.0												
20817	26077.6*A	VA	'15/33	2800	100	TURF			15			False														HILL		33			False														TREES													
20818	26080.02*H	VA	'H1	70	70	CONC		PERI	H1						36-57-17.6200N	133037.6200N	081-05-52.2500W	291952.2500W	2500.0																																							
20819	26081.*H	VA	'H1	100	100	CONC			H1						37-16-04.5210N	134164.5210N	076-34-23.8300W	275663.8300W	33.0																																							
20820	26081.01*H	VA	'H1	30	30	CONC			H1																																																	
20821	26092.*A	WA	'14/32	1700	50	GRAVEL			14																	TREES	70.0	32																														
20822	26092.01*H	WA	'H1	40	40	CONC		PERI	H1						46-58-47.6100N	169127.6100N	123-50-49.3100W	445849.3100W	700.0																																							
20823	26093.3*A	WA	'N/S	1400	63	TURF			N			True													False	FENCE		S			False													False	FENCE													
20824	26093.5*A	WA	'10/28	1300	40	TURF			10																	TREE	60.0	28																	FENCE	5.0												
20825	26094.*A	WA	'05/23	2200	40	GRVL		LOW	05																			23																														
20826	26097.*A	WA	'E/W	2000	60	TURF			E			False														PLINE	50.0	W			False																											
20827	26097.01*A	WA	'17/35	1300	40	TURF			17																	FENCE	5.0	35																	FENCE	5.0												
20828	26098.1*A	WA	'18/36	3015	60	ASPH-G	GRVD	MED	18	200.0		True	BSC	F	48-30-08.5656N	174608.5656N	122-39-37.3054W	441577.3054W	233.0	40.0	3.0		P4R			TREE	22.0	36	20.0		False	BSC	F	48-29-40.5988N	174580.5988N	122-39-52.6079W	441592.6079W	241.0	40.0	3.0		P4L			TREES	20.0	12.5											
20829	26098.12*A	WA	'17/35	1900	75	TURF			17																	PLINE	75.0	35																	FENCE	5.0												
20830	26098.2*H	WA	'H1	50	30	ASPH			H1			False			48-30-09.6900N	174609.6900N	122-36-52.7600W	441412.7600W	150.0																																							
20831	26098.23*C	WA	'NW/SE	5000	2500	WATER			NW			False														HILL	600.0	SE			False														HILL	400.0												
20832	26098.6*A	WA	'09/27	1471	50	TURF-G			09	112.0					46-04-29.5700N	165869.5700N	116-58-03.2300W	421083.2300W	869.0									27	292.0					46-04-24.1900N	165864.1900N	116-57-43.8500W	421063.8500W	867.0																				
20833	26099.*A	WA	'11/29	3498	75	ASPH-G			11	127.0		True	BSC	G	48-09-42.0380N	173382.0380N	122-10-07.6399W	439807.6399W	132.4	42.0	3.5		P2L					29	307.0		False	BSC	G	48-09-21.1748N	173361.1748N	122-09-26.5392W	439766.5392W	128.2	40.0	4.0		P2L			TREE	176.0	32.0	34.0	59.0									
20834	26099.*A	WA	'16/34	5332	100	ASPH-G		MED	16	179.0		True	NPI	G	48-10-09.6429N	173409.6429N	122-09-23.4968W	439763.4968W	140.9	40.0	3.0		P2L			TREE	92.0	34	359.0	LOCALIZER	False	NPI	G	48-09-17.0344N	173357.0344N	122-09-22.2573W	439762.2573W	127.5	46.0	3.0		P2L					114.0	150.0	270.0									
20835	26099.11*H	WA	'H1	40	40	ASPH		PERI	H1						48-11-24.0000N	173484.0000N	122-06-05.0000W	439565.0000W	160.0																																							
20836	26099.12*A	WA	'18/36	1400	70	TURF			18																			36																														
20837	26099.13*H	WA	'H1	60	60	CONC			H1						48-09-11.9800N	173351.9800N	122-14-02.1100W	440042.1100W	210.0																																							
20838	26100.*A	WA	'05/23	1440	50	TURF-G			05																			23																														
20839	26102.9*A	WA	'09/27	2650	75	TURF			09			False														PLINE	100.0	27			True														TREES	100.0												
20840	26102.91*H	WA	'H1	75	75	ASPH-F			H1				NONE	F	47-17-53.3600N	170273.3600N	122-17-52.4380W	440272.4380W	409.0																																							
20841	26102.912*H	WA	'H1	60	60	ASPH-F			H1				NONE	F	47-18-50.3610N	170330.3610N	122-15-30.4340W	440130.4340W	525.0																																							
20842	26102.92*H	WA	'H1	60	60	ASPH-TRTD-G			H1																																																	
20843	26102.921*H	WA	'H1	75	75	ASPH-F			H1				NONE	F	47-17-39.3610N	170259.3610N	122-14-40.4310W	440080.4310W	85.0																																							
20844	26102.93*H	WA	'H1	114	93	CONC			H1																																																	
20845	26103.11*A	WA	'16/34	3400	75	ASPH-G		MED	16	180.0		True	BSC	G	47-19-56.4285N	170396.4285N	122-13-36.1342W	440016.1342W	56.5	60.0	4.5		V4R			BLDG	25.0	34	360.0		False	BSC	G	47-19-22.8749N	170362.8749N	122-13-35.7773W	440015.7773W	62.9	53.0	4.0		V4L			OTHER	18.0	12.5											
20846	26104.*A	WA	'08/26	2344	100	TURF-F			08			False			47-23-45.7360N	170625.7360N	121-32-27.9650W	437547.9650W								TREES	28.0	26			False			47-23-40.9200N	170620.9200N	121-31-54.6330W	437514.6330W								TREES	86.0												
20847	26104.05*A	WA	'16/34	2554	60	TURF			16						46-36-43.6600N	167803.6600N	119-17-25.6700W	429445.6700W	965.0									34						46-36-18.4500N	167778.4500N	119-17-25.3400W	429445.3400W	965.0							PLINE	60.0												
20848	26104.1*A	WA	'07/25	1500	48	TURF-G			07																	BLDG	20.0	25																	TREE	66.0												
20849	26104.1*A	WA	'15/33	2565	50	TURF-G		LOW	15			False			45-49-51.2110N	164991.2110N	122-34-43.3100W	441283.3100W					NSTD			TREES	128.0	33			False			45-49-26.7800N	164966.7800N	122-34-33.7830W	441273.7830W								PLINE	35.0												
20850	26104.11*A	WA	'08/26	1960	50	TURF			08																	TREES	70.0	26																	TREES	101.0												
20851	26104.12*A	WA	'E/W	2100	25	ASPH			E																			W			True														TREES	120.0												
20852	26104.2*A	WA	'09/27	1350	50	TURF			09																	TREES	60.0	27																														
20853	26106.02*H	WA	'H1	40	40	CONC		PERI	H1						47-37-17.6300N	171437.6300N	122-11-15.8300W	439875.8300W	165.0																																							
20854	26106.03*H	WA	'H1	150	150	ASPH-G			H1						47-37-30.8300N	171450.8300N	122-10-13.4400W	439813.4400W																																								
20855	26107.01*H	WA	'H1	50	50	ASPH			H1																																																	
20856	26109.*A	WA	'16/34	6700	150	ASPH-G	GRVD	HIGH	16	180.0	ILS/DME	True	PIR	G	48-48-06.7429N	175686.7429N	122-32-15.2041W	441135.2041W	163.4	50.0	3.0		P4L	False	False			34	360.0	MLS	False	NPI	G	48-47-00.6339N	175620.6339N	122-32-14.9284W	441134.9284W	171.0	50.0	3.0		P4L	False	False			75.0	160.0	250.0		6700.0	6700.0	6700.0	6700.0	6700.0	6700.0	6700.0	6700.0
20857	26109.01*H	WA	'H1	72	72	ASPH-CONC		PERI	H1						48-46-28.4700N	175588.4700N	122-28-26.1500W	440906.1500W	157.0																																							
20858	26109.03*H	WA	'H1	50	50	TURF-G			H1																																																	
20859	26110.1*A	WA	'N/S	1200	200	TURF-GRVL			N			False																S			False																											
20860	26110.11*C	WA	'12W/30W	10000	4000	WATER			12W	127.0		False			48-44-37.9657N	175477.9657N	122-21-23.6132W	440483.6132W	307.0									30W	307.0		False			48-43-38.4547N	175418.4547N	122-19-24.5784W	440364.5784W	307.0																				
20861	26110.2*A	WA	'NW/SE	1500	100	TURF			NW			True														DIKE	6.0	SE			False																											
20862	26114.01*A	WA	'03/21	2400	25	GRAVEL			03																			21																	PLINE													
20863	26114.02*A	WA	'18/36	2300	50	DIRT-TURF			18				NSTD									100.0				FENCE	5.0	36				NSTD																										
20864	26115.12*C	WA	'15W/33W	6055	300	WATER-F			15W			True																33W			True																											
20865	26115.5*H	WA	'H1	70	60	TURF-F			H1			False	NONE	F	47-20-02.3630N	170402.3630N	122-01-25.4130W	439285.4130W	500.0																																							
20866	26115.51*A	WA	'16/34	2600	75	TURF		HIGH	16														VAS					34																	TREES	80.0												
20867	26115.52*A	WA	'18/36	2100	40	ASPH			18																	POLE	60.0	36																														
20868	26116.01*H	WA	'H1	12	12	TURF			H1																																																	
20869	26116.02*H	WA	'H1	30	30	CONC			H1																	TREES	60.0																															
20870	26116.4*A	WA	'01/19	2200	40	ASPH		MED	01													252.0				TREES		19			True										122.0				TREES													
20871	26120.*A	WA	'02/20	6000	150	ASPH-G	GRVD	HIGH	02	33.0		True	NPI	G	47-28-59.9779N	170939.9779N	122-46-16.9697W	441976.9697W	444.0	43.0	3.0		P4L					20	213.0	ILS	False	PIR	G	47-29-49.7669N	170989.7669N	122-45-29.6862W	441929.6862W	441.5	50.0	2.83		P4L			FENCE	33.0	66.0	150.0	336.0									
20872	26120.01*H	WA	'H1	90	45	ASPH			H1																																																	
20873	26120.2*A	WA	'NW/SE	2400	80	TURF			NW			False														TREES		SE			False																											
20874	26123.1*A	WA	'07/25	4000	60	ASPH-G		MED	07			False	BSC	G	48-06-16.0860N	173176.0860N	119-43-41.1156W	431021.1156W	915.8							TREES	12.0	25			False	BSC	G	48-06-17.9583N	173177.9583N	119-42-42.2767W	430962.2767W	918.1									15.0											
20875	26123.4*H	WA	'H1	130	250	TURF-G			H1																																																	
20876	26123.7*A	WA	'14/32	1000	60	TURF-F			14																			32																	TREES	100.0												
20877	26124.*A	WA	'07/25	2800	60	TURF			07																			25																	PLINE	57.0												
20878	26124.4*A	WA	'07/25	2400	75	TURF			07																	PLINE		25																														
20879	26124.41*A	WA	'16/34	2000	100	TURF			16																	TREES	50.0	34																														
20880	26124.7*A	WA	'10/28	2600	120	TURF		LOW	10			False																28			False																											
20881	26125.1*A	WA	'04/22	3000	60	ASPH-E		LOW	04	56.0			BSC	G	48-27-46.9124N	174466.9124N	122-25-35.6133W	440735.6133W	84.0	43.0	4.0		P2L					22	236.0		False	BSC	G	48-28-03.2712N	174483.2712N	122-24-58.5171W	440698.5171W	93.9	44.0	3.0		P2L					12.5											
20882	26125.1*A	WA	'11/29	5478	100	ASPH-G		MED	11	126.0		False	NPI	G	48-28-40.2392N	174520.2392N	122-25-51.3305W	440751.3305W	145.1	43.0	3.0		P4L					29	306.0		False	NPI	G	48-28-08.1265N	174488.1265N	122-24-45.9342W	440685.9342W	103.2	42.0	3.0		P4L					19.0											
20883	26126.*A	WA	'07/25	2000	120	TURF			07																	PLINE	30.0	25																														
20884	26130.*A	WA	'07/25	2710	40	ASPH-G		MED	07			False	NSTD	F	45-37-40.3390N	164260.3390N	122-24-34.5850W	440674.5850W	410.0			493.0				TREES	100.0	25			False	NSTD	F	45-37-40.0330N	164260.0330N	122-23-56.4570W	440636.4570W	429.0			413.0				TREES	32.0												
20885	26130.01*H	WA	'H1	80	80	TURF			H1																																																	
20886	26135.*A	WA	'07/25	1800	50	ASPH-F		MED	07	90.0		False	BSC	G	47-30-53.0542N	171053.0542N	120-29-17.8718W	433757.8718W	857.6							TREES	54.0	25	270.0		False	BSC	G	47-30-53.1068N	171053.1068N	120-28-51.6483W	433731.6483W	833.0			144.0				TREES	50.0	8.0											
20887	26135.04*H	WA	'H1	110	100	ASPH-F			H1				NONE	F	47-30-44.4460N	171044.4460N	120-29-19.2890W	433759.2890W	860.0																																							
20888	26138.*A	WA	'02/20	1600	100	TURF			02			False																20			False														TREES													
20889	26139.*A	WA	'07/25	1300	50	TURF			07																	PLINE	45.0	25																														
20890	26139.18*A	WA	'14/32	1600	80	TURF-F			14																			32																														
20891	26140.*A	WA	'17/35	1600	100	TURF-GRVL		LOW	17			False														TREES	50.0	35			True														TREES	100.0												
20892	26141.*A	WA	'16/34	1800	100	TURF			16																	BRUSH	6.0	34																	TREES	80.0												
